DISTRICT,COUNTY/MUNICIPALITY,Constituencies,sub county sn,SUBCOUNTY/ TOWN COUNCIL,parish sn,PARISH/TOWN BOARD/WARD,title,Type of Institution,objectid,date,subject,longitude,latitude,GPS Accuracy,GPS longitude from Handheld Device,GPS Latitude from Handheld Device,enrolTOTALt,tclassroom_pri,Func_perm,Non_Func_perm,Teachers,Non_certified staff,format
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,11,MAKERERE I,TRIANGLE P.S,Primary only,130307,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,11,MAKERERE I,DICK AND JANE,Primary only,999999,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,11,MAKERERE I,MAKERERE C/U P.S,Primary only,999999,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION SOUTH,2,KAWEMPE DIVISION,13,MAKERERE III,HOPE & CARE P.S,Primary only,130529,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,15,MPERERWE,BRIGHT ADAM,Primary only,999999,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,KAWEMPE DIVISION NORTH,2,KAWEMPE DIVISION,15,MPERERWE,SOUTH END SCHOOL,Primary only,999999,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,4,LUBAGA,EAST-WEST STANDARD P.S,Primary only,130270,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,ST. FLORENCE PRIMARY SCH,Primary only,999999,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,RISE AND SHINE INTERGRATED,Primary only,138196,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,KOSOVO PARENTS,Primary only,130543,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,LIGHT OF AFRICA,Primary only,999999,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,JIREH JUNIOR ACADEMY,Primary only,130269,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,QUALITY ACADEMY P.S,Primary only,130607,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,ST. HENRYS INFANT P.S,Primary only,130634,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,5,LUBYA,BLESSED INFANTS PRIMARY SCH,Primary only,130853,,Private,,,,,,103,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,8,NAJJANANKUMBI I,ST AGNES P/S,Primary only,130575,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,11,NANKULABYE I,ST. THERESA DAY CARE P.S,Primary only,131141,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,11,NANKULABYE I,DIVINE MERCY ACADEMY,Primary only,3370,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION NORTH,3,RUBAGA DIVISION,11,NANKULABYE I,NAMUNGOONA ORPHANAGE P.S,Primary only,130931,,Private,,,,,,63,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,12,NATEETE,NANFUKA  INFANT P.S,Primary only,130196,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,12,NATEETE,SHEPHERDS P.S,Primary only,130193,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,RUBAGA DIVISION SOUTH,3,RUBAGA DIVISION,13,NDEEBA,FDK STANDARD P.S,Primary only,130220,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,2,BUZIGA,TELETUBBIES,Primary only,130586,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,4,KABALAGALA,PEARL AFRICA P.S,Primary only,130907,,Private,,,,,,91,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,6,KATWE I,TOP GRADE P.S,Primary only,130114,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,7,KATWE II,KATWE P.S,Primary only,3229,,Government aided,,,,,,,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,7,KATWE II,KATWE MIXED P.S,Primary only,130095,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,8,KIBULI,SUN LIGHT PREP. SCHOOL,Primary only,130584,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,8,KIBULI,GREAT VALLEY P.S,Primary only,999999,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,8,KIBULI,NASEEM JUNIOR P.S,Primary only,130315,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,8,KIBULI,TEACHER'S PRIDE P.S,Primary only,130088,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,8,KIBULI,USAAMAH P.S,Primary only,130636,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,8,KIBULI,TIK JUNIOR SCHOOL,Primary only,130646,,Private,,,,,,100,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,10,KIBUYE II,GOD'S FLOWER P.S,Primary only,130521,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,13,LUWAFU,LUCKY STARS INFANT,Primary only,130322,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,15,MAKINDYE II,JAMIA MOSLEM JUNIOR SCHOOL,Primary only,130531,,Private,,,,,,5,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,15,MAKINDYE II,MILITARY POLICE P.S,Primary only,3265,,Government aided,,,,,,,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION WEST,4,MAKINDYE DIVISION,19,SALAAMA,AFRICARE P.S,Primary only,130477,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,MAKINDYE DIVISION EAST,4,MAKINDYE DIVISION,20,WABIGALO,CHOICE,Primary only,999999,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,4,BUKOTO II,KIGOOWA GLORIOUS BRIGHT FUTURE P.S,Primary only,131053,,Private,,,,,,38,0,,,,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,10,KYANJA,KINGS AND QUEENS JUNIOR SCHOOL,Primary only,131031,,Private,,,,,,13,0,,,,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,10,KYANJA,TAALIIM P.S,Primary only,999999,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,13,MBUYA I,BRIGHT INFANT SCHOOL KINAWA TAKA,Primary only,130354,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,13,MBUYA I,BRIGHT ACADEMY P.S,Primary only,131054,,Private,,,,,,67,0,,,,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,HOME CARE NURSERY AND P/S,Primary only,999999,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,BISHOP CYPRIANO P.S.,Primary only,130360,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,MUTUNGO CENTRAL P/S,Primary only,130132,,Private,,,,,,110,0,,,,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,INFANT JOY P.S,Primary only,3321,,Private,,,,,,,0,,,,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,15,MUTUNGO,TENDER CARE P.S,Primary only,130966,,Private,,,,,,38,0,,,,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,21,NTINDA,NEW HOPE INFANT SCHOOL,Primary only,130891,,Private,,,,,,13,0,,,,,record
KAMPALA,KCCA,NAKAWA DIVISION,5,NAKAWA DIVISION,21,NTINDA,MARTYR'S WAY INFANT SCHOOL,Primary only,130140,,Private,,,,,,,0,,,,,record
